cutting_line_id,seq_no,plate_id,eta_seconds,start_seconds,finish_seconds
L1,482,P000723,221166.0,221166.0,221232.0
L1,483,P004325,221430.0,221430.0,221496.0
L1,484,P001488,221496.0,221496.0,221562.0
L1,485,P005613,221562.0,221562.0,221628.0
L1,486,P001038,221628.0,221628.0,221694.0
L1,487,P007231,221694.0,221694.0,221760.0
L1,488,P006450,222684.0,222684.0,222750.0
L1,489,P006315,222750.0,222750.0,222816.0
L1,490,P001196,223014.0,223014.0,223080.0
L1,491,P006333,223080.0,223080.0,223146.0
L1,492,P004161,224136.0,224136.0,224202.0
L1,493,P002727,224268.0,224268.0,224334.0
L1,494,P003436,224334.0,224334.0,224400.0
L1,495,P003315,224598.0,224598.0,224664.0
L1,496,P007166,224796.0,224796.0,224862.0
L1,497,P007252,225390.0,225390.0,225456.0
L1,498,P004300,225720.0,225720.0,225786.0
L1,499,P004538,226182.0,226182.0,226248.0
L1,500,P002391,226842.0,226842.0,226908.0
L1,501,P000099,227700.0,227700.0,227766.0
L1,502,P002380,227898.0,227898.0,227964.0
L1,503,P007262,227964.0,227964.0,228030.0
L1,504,P005911,228624.0,228624.0,228690.0
L1,505,P005572,229284.0,229284.0,229350.0
L1,506,P006528,229350.0,229350.0,229416.0
L1,507,P007294,229416.0,229416.0,229482.0
L1,508,P004190,229482.0,229482.0,229548.0
L1,509,P002140,229812.0,229812.0,229878.0
L1,510,P001010,230802.0,230802.0,230868.0
L1,511,P001516,230868.0,230868.0,230934.0
L1,512,P001886,231066.0,231066.0,231132.0
L1,513,P004055,231330.0,231330.0,231396.0
L1,514,P002639,231462.0,231462.0,231528.0
L1,515,P006969,231990.0,231990.0,232056.0
L1,516,P003071,232056.0,232056.0,232122.0
L1,517,P000337,233112.0,233112.0,233178.0
L1,518,P001990,233838.0,233838.0,233904.0
L1,519,P003284,234696.0,234696.0,234762.0
L1,520,P005774,234762.0,234762.0,234828.0
L1,521,P005111,235356.0,235356.0,235422.0
L1,522,P004987,235422.0,235422.0,235488.0
L1,523,P007650,236412.0,236412.0,236478.0
L1,524,P006903,236544.0,236544.0,236610.0
L1,525,P002179,237006.0,237006.0,237072.0
L1,526,P002405,237072.0,237072.0,237138.0
L1,527,P005591,237732.0,237732.0,237798.0
L1,528,P006559,237864.0,237864.0,237930.0
L1,529,P005436,238194.0,238194.0,238260.0
L1,530,P005214,238260.0,238260.0,238326.0
L1,531,P007127,238920.0,238920.0,238986.0
L1,532,P000047,238986.0,238986.0,239052.0
L1,533,P006335,239052.0,239052.0,239118.0
L1,534,P003927,239580.0,239580.0,239646.0
L1,535,P003198,239646.0,239646.0,239712.0
L1,536,P001335,239976.0,239976.0,240042.0
L1,537,P002961,240636.0,240636.0,240702.0
L1,538,P003713,241692.0,241692.0,241758.0
L1,539,P004598,242352.0,242352.0,242418.0
L1,540,P005097,242418.0,242418.0,242484.0
L1,541,P006558,242550.0,242550.0,242616.0
L1,542,P000654,242616.0,242616.0,242682.0
L1,543,P002121,242682.0,242682.0,242748.0
L1,544,P001735,242748.0,242748.0,242814.0
L1,545,P007595,243144.0,243144.0,243210.0
L1,546,P000535,243210.0,243210.0,243276.0
L1,547,P001542,243936.0,243936.0,244002.0
L1,548,P002661,244200.0,244200.0,244266.0
L1,549,P005739,244596.0,244596.0,244662.0
L1,550,P002103,244662.0,244662.0,244728.0
L1,551,P007565,244926.0,244926.0,244992.0
L1,552,P000924,245256.0,245256.0,245322.0
L1,553,P003319,245322.0,245322.0,245388.0
L1,554,P003720,245388.0,245388.0,245454.0
L1,555,P003108,246246.0,246246.0,246312.0
L1,556,P003553,247302.0,247302.0,247368.0
L1,557,P001873,248226.0,248226.0,248292.0
L1,558,P000270,248292.0,248292.0,248358.0
L1,559,P002654,248490.0,248490.0,248556.0
L1,560,P006069,249282.0,249282.0,249348.0
L1,561,P002844,249612.0,249612.0,249678.0
L1,562,P003678,249678.0,249678.0,249744.0
L1,563,P002994,250668.0,250668.0,250734.0
L1,564,P006340,251526.0,251526.0,251592.0
L1,565,P001291,251922.0,251922.0,251988.0
L1,566,P007342,251988.0,251988.0,252054.0
L1,567,P000258,252384.0,252384.0,252450.0
L1,568,P000786,252648.0,252648.0,252714.0
L1,569,P006217,253176.0,253176.0,253242.0
L1,570,P001015,253242.0,253242.0,253308.0
L1,571,P006790,253308.0,253308.0,253374.0
L1,572,P007449,253836.0,253836.0,253902.0
L1,573,P000875,254232.0,254232.0,254298.0
